8319286	|	8	|	5
8335602	|	8	|	3
8349687	|	22	|	8
8353266	|	5	|	1
8353864	|	17	|	1
8372052	|	4	|	1
8259062	|	55	|	1
8377886	|	18	|	2
8143896	|	15	|	1
8390003	|	3	|	1
8396570	|	18	|	1
8410321	|	5	|	1
8515262	|	18	|	1
8525175	|	2	|	2
8557789	|	5	|	2
8569897	|	3	|	1
6823974	|	50	|	2
8284735	|	75	|	1
8319711	|	23	|	2
8871703	|	2	|	1
8910582	|	3	|	1
8913052	|	7	|	1
9071835	|	43	|	1
9080095	|	2	|	1
9080298	|	15	|	1
9086466	|	10	|	4
9087263	|	1	|	1
9092561	|	5	|	1
9076860	|	3	|	1
9118342	|	3	|	1
9120994	|	5	|	1
8370634	|	23	|	1
9159405	|	20	|	1
9338432	|	53	|	1
9379825	|	13	|	1
8962341	|	25	|	1
9528797	|	2	|	1
9670981	|	6	|	1
9132712	|	9	|	2
9694013	|	13	|	1
9781722	|	49	|	5
9812719	|	3	|	2
8519068	|	10	|	2
9836794	|	9	|	1
9967880	|	9	|	1
8296821	|	14	|	2
9946963	|	23	|	1
10056600	|	63	|	1
10032621	|	30	|	5
10065103	|	6	|	1
6452567	|	25	|	1
10163011	|	38	|	1
10262752	|	9	|	1
10280887	|	1	|	1
9874631	|	14	|	2
9630125	|	22	|	1
8647507	|	62	|	3
10310671	|	3	|	1
9872596	|	5	|	1
10350935	|	19	|	1
10556020	|	44	|	1
10564857	|	4	|	1
10055854	|	38	|	1
10540397	|	25	|	2
10563983	|	2	|	1
10623817	|	12	|	1
10212571	|	12	|	6
9952033	|	8	|	1
10769020	|	1	|	1
10737202	|	13	|	1
10748394	|	10	|	3
10679012	|	27	|	1
10874189	|	4	|	2
10931848	|	8	|	1
10945597	|	12	|	2
10831000	|	5	|	1
10742548	|	13	|	1
10970991	|	2	|	1
11060686	|	6	|	1
11078314	|	1	|	1
11112095	|	29	|	4
11111642	|	2	|	1
11142569	|	8	|	1
11149010	|	9	|	2
11177751	|	17	|	1
9990146	|	8	|	1
11197490	|	2	|	1
11259996	|	4	|	1
11266671	|	36	|	1
11289820	|	2	|	1
11363489	|	8	|	1
11411991	|	16	|	1
11397747	|	14	|	1
11420311	|	24	|	1
11445720	|	9	|	1
11485564	|	9	|	1
11477362	|	12	|	1
11571491	|	7	|	2
11585207	|	32	|	3
11606947	|	10	|	1
11690309	|	1	|	1
11682644	|	7	|	1
11669979	|	20	|	1
10926343	|	19	|	1
11725377	|	13	|	3
11742929	|	4	|	1
11799004	|	5	|	1
10947552	|	7	|	1
11504345	|	8	|	1
11827096	|	58	|	2
11936551	|	3	|	2
11937874	|	20	|	2
11943074	|	8	|	1
11833625	|	13	|	1
12029650	|	20	|	1
12011280	|	23	|	1
12123599	|	4	|	1
10974215	|	18	|	1
11947769	|	7	|	1
12198340	|	8	|	1
12213853	|	6	|	1
12226293	|	3	|	1
12224592	|	12	|	1
12263606	|	5	|	1
12272516	|	3	|	1
12324985	|	7	|	1
12320434	|	5	|	2
12379143	|	2	|	1
12518355	|	4	|	1
12533856	|	2	|	1
11797137	|	4	|	1
12379411	|	4	|	1
12578562	|	6	|	1
12570192	|	57	|	2
12454440	|	10	|	1
12622115	|	5	|	1
12624658	|	7	|	1
12633483	|	12	|	1
12280975	|	7	|	1
11068055	|	8	|	1
12258409	|	36	|	1
12631759	|	17	|	1
12712305	|	9	|	1
12719861	|	5	|	1
12677758	|	16	|	1
12705538	|	14	|	1
12754397	|	3	|	3
11513145	|	74	|	1
12788276	|	8	|	1
12820521	|	6	|	1
12841564	|	12	|	1
12798654	|	73	|	1
12685027	|	21	|	1
12974526	|	4	|	1
12956540	|	8	|	1
13040413	|	8	|	1
13069343	|	98	|	1
13069303	|	44	|	3
13088777	|	11	|	2
13088451	|	12	|	1
13104149	|	39	|	1
13104516	|	3	|	1
13145897	|	3	|	1
13164391	|	2	|	1
13135563	|	7	|	1
13179277	|	2	|	1
13165327	|	25	|	1
13185883	|	51	|	1
13181777	|	37	|	1
13185293	|	1	|	1
12361965	|	56	|	1
13229458	|	18	|	2
13313582	|	15	|	3
12865056	|	6	|	1
13364044	|	1	|	1
13338378	|	10	|	1
13364505	|	43	|	1
13412240	|	26	|	2
13407460	|	1	|	1
13457445	|	2	|	1
13408528	|	12	|	2
13394208	|	6	|	1
13313762	|	5	|	1
13456890	|	11	|	3
13281378	|	35	|	1
13511009	|	2	|	1
13503503	|	20	|	1
13508323	|	12	|	1
12760871	|	4	|	2
13560322	|	2	|	1
13543980	|	9	|	1
13446848	|	9	|	1
13277137	|	2	|	1
13452265	|	9	|	1
13621262	|	2	|	1
13620810	|	4	|	1
13594910	|	11	|	1
13629407	|	45	|	1
12993456	|	104	|	1
13555410	|	89	|	1
13517083	|	78	|	11
13657657	|	4	|	1
13673902	|	100	|	2
13708580	|	9	|	1
13484785	|	22	|	1
13408606	|	17	|	1
13772785	|	3	|	1
13436777	|	42	|	2
13795007	|	1	|	1
13774886	|	7	|	1
12859565	|	33	|	2
13156804	|	219	|	1
13706827	|	5	|	1
13787012	|	6	|	4
13828553	|	4	|	1
13773166	|	24	|	1
13835791	|	2	|	1
13784878	|	3	|	1
13780053	|	6	|	1
13816980	|	15	|	5
13625261	|	4	|	1
13848580	|	7	|	3
13841517	|	26	|	2
13875066	|	3	|	2
13831102	|	27	|	1
13885810	|	16	|	3
13946709	|	15	|	1
13764736	|	16	|	3
13947731	|	2	|	1
13522415	|	28	|	1
13967754	|	9	|	1
13952202	|	7	|	1
13943587	|	22	|	1
13454857	|	48	|	20
13876705	|	12	|	2
13470574	|	17	|	10
13977574	|	13	|	1
13979483	|	3	|	1
13966577	|	5	|	1
14005111	|	2	|	1
14012828	|	16	|	1
13921551	|	2	|	1
14013592	|	13	|	1
14015416	|	22	|	8
14026475	|	24	|	1
13876563	|	9	|	1
14005869	|	9	|	1
14011375	|	48	|	10
13972772	|	12	|	1
14096596	|	2	|	1
14111642	|	16	|	5
14115304	|	1	|	1
14116633	|	23	|	1
14116060	|	4	|	1
13876243	|	10	|	4
14142404	|	4	|	1
14159120	|	6	|	1
14036704	|	29	|	1
14071146	|	4	|	1
14113674	|	24	|	1
13898714	|	17	|	1
14171515	|	48	|	1
14086572	|	3	|	1
14111144	|	25	|	1
14174100	|	15	|	1
13784860	|	133	|	2
14209257	|	3	|	1
12554436	|	3	|	1
14047613	|	14	|	1
14007784	|	28	|	2
14127224	|	23	|	1
14218923	|	102	|	1
13874070	|	44	|	1
14224095	|	5	|	1
14223654	|	7	|	1
14218426	|	7	|	1
14199727	|	13	|	1
14250263	|	7	|	1
14248285	|	18	|	1
14257387	|	6	|	1
14017267	|	7	|	1
10419882	|	1	|	1
14258252	|	1	|	1
14230623	|	32	|	1
14271378	|	14	|	1
14276904	|	12	|	1
14231667	|	3	|	1
13866717	|	46	|	1
14269473	|	3	|	4
14303258	|	3	|	2
14310441	|	4	|	1
14299268	|	2	|	1
14309052	|	6	|	2
14274865	|	7	|	1
13818188	|	31	|	1
14316729	|	3	|	1
14302752	|	3	|	2
14323270	|	17	|	1
14314877	|	3	|	1
14165215	|	8	|	2
14335247	|	21	|	1
14201230	|	5	|	2
14337955	|	7	|	1
14338334	|	21	|	1
14352969	|	4	|	1
13750988	|	4	|	1
14342813	|	6	|	1
14337923	|	11	|	1
14382549	|	2	|	1
14215435	|	80	|	1
14318204	|	3	|	1
14291475	|	9	|	2
14379788	|	3	|	1
14343953	|	16	|	1
14397825	|	5	|	2
14385714	|	37	|	1
14387099	|	9	|	1
14365724	|	6	|	1
14435375	|	1	|	1
14440273	|	35	|	1
14241989	|	11	|	1
14443857	|	16	|	1
13690719	|	17	|	1
14440463	|	37	|	1
14268078	|	9	|	1
14311138	|	14	|	1
14434973	|	11	|	1
14330647	|	17	|	1
14433483	|	16	|	1
14477630	|	14	|	1
14402139	|	161	|	2
14481843	|	7	|	1
14490579	|	18	|	1
14410284	|	1	|	1
14470261	|	4	|	1
14497240	|	5	|	2
14472182	|	15	|	1
14473840	|	19	|	2
14488053	|	2	|	1
14495139	|	9	|	1
14513876	|	19	|	2
14379595	|	2	|	2
14533806	|	4	|	2
14544303	|	24	|	1
14551546	|	2	|	1
14555844	|	5	|	1
14232813	|	26	|	1
14539996	|	49	|	2
14564253	|	1	|	1
14574222	|	1	|	1
14383710	|	68	|	1
14581176	|	2	|	2
14581816	|	19	|	2
14520284	|	7	|	1
14560905	|	11	|	1
14587753	|	1	|	1
14587734	|	2	|	1
14545007	|	64	|	1
14571349	|	2	|	1
14598531	|	21	|	3
14588080	|	83	|	1
14574627	|	75	|	2
14573339	|	13	|	1
14335826	|	3	|	1
14616660	|	7	|	1
14008121	|	15	|	1
14627022	|	18	|	1
14430450	|	88	|	1
10986480	|	14	|	1
14626751	|	4	|	1
14666022	|	1	|	1
14683956	|	12	|	1
14455188	|	66	|	1
14615236	|	50	|	1
14646338	|	28	|	1
14705527	|	6	|	1
14442166	|	12	|	1
14666317	|	24	|	1
14723452	|	10	|	1
14696607	|	1	|	1
14689262	|	37	|	1
14758511	|	22	|	2
14670950	|	6	|	1
14778033	|	17	|	1
14554694	|	16	|	2
14769101	|	3	|	1
14786110	|	20	|	2
14750668	|	1	|	1
14616046	|	14	|	1
14794511	|	52	|	1
14706639	|	26	|	1
14502924	|	92	|	1
14804872	|	10	|	1
14797935	|	4	|	2
14822837	|	3	|	1
14759264	|	18	|	2
14798030	|	6	|	1
14822148	|	20	|	1
14757449	|	6	|	1
14851766	|	5	|	1
14799516	|	2	|	1
14859508	|	4	|	1
14858933	|	2	|	1
14335800	|	22	|	1
14867713	|	5	|	1
14859288	|	19	|	1
14856100	|	3	|	1
14829841	|	19	|	1
14888007	|	4	|	1
14891715	|	1	|	2
14896398	|	56	|	2
13375266	|	79	|	34
14898349	|	3	|	1
14736330	|	9	|	1
14931926	|	16	|	1
14626706	|	23	|	1
14953773	|	3	|	1
14957497	|	16	|	6
14983236	|	4	|	1
14976845	|	4	|	1
14886628	|	13	|	1
14979060	|	9	|	1
12592882	|	3	|	1
15004749	|	5	|	1
15009563	|	10	|	1
14822783	|	22	|	1
14953610	|	1	|	1
15017632	|	2	|	1
15014985	|	52	|	2
15006163	|	7	|	1
11749197	|	1	|	1
15015719	|	43	|	1
15021184	|	10	|	1
15036686	|	3	|	1
14994948	|	9	|	1
14853053	|	55	|	1
15042720	|	5	|	1
14984217	|	31	|	2
14977052	|	7	|	1
15036076	|	5	|	1
14946658	|	17	|	1
15066544	|	4	|	1
15002330	|	29	|	1
14928734	|	17	|	1
15079180	|	17	|	1
15092750	|	2	|	1
14995982	|	19	|	3
15004184	|	17	|	1
14826471	|	93	|	2
15133232	|	30	|	1
15143711	|	6	|	1
15147966	|	11	|	1
15104324	|	7	|	1
15137186	|	8	|	1
15137870	|	12	|	1
15160144	|	3	|	1
15001193	|	2	|	1
15142303	|	15	|	1
14969041	|	19	|	1
15175053	|	1	|	1
15075341	|	3	|	1
15171758	|	7	|	1
15146926	|	9	|	1
15157758	|	9	|	3
15180155	|	23	|	1
15157759	|	13	|	1
15156435	|	33	|	1
15161277	|	2	|	1
15182440	|	59	|	1
15172484	|	9	|	8
15153811	|	9	|	7
15132450	|	9	|	9
15141350	|	9	|	9
15004912	|	25	|	1
14886278	|	44	|	1
15196303	|	2	|	1
15206274	|	2	|	1
15206167	|	1	|	1
15209721	|	33	|	1
15183629	|	19	|	2
15219163	|	4	|	1
15092041	|	24	|	4
15049369	|	17	|	1
15185711	|	2	|	1
13204098	|	56	|	5
15052853	|	29	|	1
15145717	|	3	|	1
15269242	|	11	|	1
15244884	|	4	|	1
15267994	|	23	|	1
15293384	|	3	|	1
15316940	|	26	|	1
15189348	|	14	|	1
15278954	|	15	|	4
15312116	|	3	|	1
15214203	|	23	|	1
15310398	|	7	|	1
15323846	|	2	|	1
15318861	|	4	|	1
15357912	|	26	|	1
13496814	|	109	|	4
14975735	|	27	|	2
15365520	|	42	|	1
15369805	|	28	|	3
15313982	|	14	|	1
15356820	|	10	|	1
15387627	|	4	|	1
15394086	|	19	|	1
15396231	|	10	|	1
15320902	|	12	|	2
15396989	|	21	|	1
15399327	|	6	|	1
15388718	|	5	|	1
15410605	|	9	|	1
15416839	|	5	|	1
15429211	|	1	|	1
15437614	|	11	|	10
15443158	|	11	|	8
15438341	|	11	|	9
15354333	|	9	|	1
15119231	|	160	|	2
15450609	|	7	|	1
15455654	|	28	|	2
15456738	|	1	|	1
15424918	|	1	|	1
15449823	|	10	|	1
15467078	|	9	|	1
15462095	|	7	|	2
15269669	|	15	|	1
15283871	|	10	|	1
15445713	|	22	|	1
15472813	|	14	|	1
15477134	|	8	|	1
15476227	|	11	|	1
15182742	|	2	|	1
15480629	|	2	|	1
15480290	|	9	|	9
15133105	|	27	|	3
15411086	|	47	|	1
15457684	|	5	|	1
15457167	|	16	|	1
15145462	|	31	|	1
15464642	|	28	|	2
15463209	|	6	|	1
15466655	|	6	|	1
15501326	|	5	|	1
15042297	|	24	|	1
15407720	|	7	|	1
15505760	|	1	|	1
15508033	|	3	|	1
15455442	|	12	|	7
15537204	|	3	|	1
14580186	|	7	|	1
15541147	|	4	|	1
15376957	|	38	|	1
15458541	|	43	|	1
15555856	|	20	|	1
15520867	|	31	|	5
15550287	|	30	|	2
15496951	|	31	|	1
15230106	|	7	|	1
15557536	|	26	|	1
15571627	|	19	|	1
15344567	|	3	|	1
15609840	|	2	|	1
15609873	|	1	|	1
15496568	|	23	|	1
15617629	|	1	|	1
15626577	|	2	|	1
15638806	|	2	|	2
15645607	|	7	|	2
15639151	|	15	|	1
15655006	|	4	|	1
15637812	|	19	|	1
15637295	|	3	|	1
15671964	|	7	|	14
15603194	|	47	|	19
15530559	|	15	|	1
15677824	|	6	|	1
15667432	|	26	|	1
15541121	|	59	|	1
8084190	|	18	|	1
15680736	|	9	|	1
15590475	|	18	|	1
15689174	|	32	|	3
15700267	|	2	|	1
15721515	|	19	|	1
15723370	|	2	|	1
15727977	|	5	|	1
15728799	|	4	|	13
15660852	|	38	|	1
15686692	|	5	|	1
15736033	|	8	|	1
15754367	|	4	|	1
15755906	|	31	|	1
15740825	|	13	|	3
15746657	|	1	|	1
15697317	|	71	|	12
15732008	|	38	|	1
15642524	|	20	|	1
15807686	|	32	|	2
15816109	|	7	|	3
15773455	|	4	|	1
15829708	|	31	|	1
15822633	|	5	|	2
15802472	|	3	|	1
15833842	|	1	|	1
15811314	|	31	|	2
15846646	|	5	|	2
15860907	|	1	|	1
15854402	|	8	|	1
14331790	|	45	|	1
15885903	|	30	|	1
15836429	|	19	|	1
15889769	|	4	|	1
15902254	|	12	|	1
15908644	|	1	|	1
15908821	|	2	|	1
15908497	|	2	|	1
15623050	|	7	|	1
15900217	|	7	|	2
15937645	|	9	|	1
15942642	|	2	|	1
15824732	|	12	|	1
15926175	|	4	|	3
15939089	|	2	|	1
15918088	|	16	|	1
15972854	|	7	|	1
15959888	|	7	|	2
15836734	|	50	|	1
15662525	|	31	|	2
15989283	|	12	|	1
15990088	|	8	|	1
15990739	|	16	|	1
15949517	|	30	|	1
16005700	|	1	|	1
15851266	|	45	|	1
15994655	|	16	|	1
16007985	|	10	|	3
16001212	|	75	|	1
16013811	|	31	|	1
16011494	|	34	|	6
16020863	|	36	|	1
15988323	|	53	|	2
16023307	|	5	|	1
16024007	|	6	|	3
16025087	|	2	|	1
16003987	|	17	|	1
16008427	|	60	|	2
16034005	|	6	|	1
15991645	|	23	|	1
16038193	|	38	|	2
15859655	|	5	|	1
16008516	|	23	|	1
15988444	|	8	|	1
16058089	|	6	|	2
16073928	|	37	|	1
16085750	|	3	|	1
15985978	|	33	|	2
16105071	|	9	|	1
16122114	|	8	|	1
16126672	|	9	|	1
16037100	|	23	|	1
16081937	|	37	|	3
16033586	|	29	|	3
16150373	|	2	|	1
15993697	|	13	|	1
16029180	|	16	|	2
16163583	|	3	|	1
14322448	|	9	|	1
16116264	|	69	|	1
16183417	|	15	|	1
16183076	|	4	|	3
16136562	|	7	|	1
16017913	|	23	|	1
16194537	|	1	|	1
16196054	|	11	|	1
16191050	|	10	|	3
16155687	|	3	|	1
16216214	|	6	|	1
16215213	|	19	|	3
14570477	|	7	|	1
16205425	|	11	|	1
16210564	|	3	|	2
16270134	|	5	|	1
16146053	|	29	|	1
16275655	|	10	|	2
16277039	|	4	|	1
16279776	|	50	|	5
16208378	|	12	|	1
16144095	|	12	|	1
16300432	|	2	|	1
16108073	|	13	|	1
16302718	|	2	|	1
16302958	|	9	|	1
16303049	|	29	|	1
16303262	|	7	|	1
16303993	|	2	|	1
16279005	|	8	|	1
16331283	|	4	|	2
15114521	|	14	|	1
16313857	|	5	|	2
16145687	|	21	|	2
15936942	|	3	|	1
16257629	|	20	|	1
16173503	|	4	|	3
16357845	|	19	|	1
16362750	|	10	|	2
16335558	|	10	|	1
16372002	|	5	|	1
16373759	|	3	|	1
16371611	|	8	|	1
16225847	|	34	|	1
16297767	|	21	|	2
16367700	|	24	|	1
15212770	|	58	|	1
16303204	|	55	|	1
16064251	|	27	|	1
16371956	|	1	|	1
16404417	|	6	|	4
16407376	|	17	|	1
14803832	|	16	|	1
16388154	|	5	|	1
16419821	|	11	|	1
16420020	|	3	|	1
16378901	|	18	|	1
16430217	|	1	|	1
16337153	|	104	|	1
16446507	|	3	|	2
16236715	|	7	|	1
16460884	|	9	|	1
16435814	|	3	|	1
16391084	|	6	|	1
15734376	|	4	|	1
16482742	|	17	|	1
16467781	|	22	|	3
16401576	|	12	|	1
16489236	|	4	|	1
16486598	|	6	|	1
11199456	|	1	|	1
16491106	|	19	|	1
13293135	|	84	|	1
16329088	|	18	|	1
16516707	|	12	|	1
16495519	|	7	|	1
16438598	|	8	|	1
16525082	|	2	|	1
16534237	|	2	|	2
16512244	|	9	|	2
16518443	|	30	|	1
16511506	|	37	|	1
16074494	|	12	|	1
16475330	|	9	|	2
16446748	|	4	|	1
16576631	|	9	|	1
16527210	|	5	|	3
16524871	|	3	|	1
16579387	|	2	|	1
16586885	|	15	|	1
16353012	|	5	|	1
16526102	|	31	|	2
16603781	|	14	|	1
15852893	|	33	|	1
16621807	|	8	|	3
16502710	|	13	|	1
16610069	|	11	|	1
6665361	|	11	|	1
16634592	|	3	|	1
16587412	|	17	|	1
16141775	|	12	|	1
16606839	|	27	|	1
16641894	|	9	|	1
16624930	|	4	|	1
16503245	|	11	|	2
16641584	|	9	|	1
16638022	|	25	|	4
16662324	|	12	|	1
16664339	|	6	|	1
16645511	|	15	|	2
16670079	|	8	|	1
16672934	|	9	|	1
16677294	|	1	|	3
15866817	|	2	|	1
16681942	|	3	|	1
16679158	|	10	|	1
14779638	|	21	|	1
16711932	|	29	|	1
16561741	|	27	|	1
16719289	|	2	|	1
16480199	|	98	|	4
16701098	|	48	|	1
16701608	|	3	|	1
16753942	|	9	|	1
16759463	|	4	|	1
16738604	|	17	|	1
16625541	|	15	|	1
16742451	|	23	|	1
16728338	|	22	|	1
16781329	|	1	|	1
16779408	|	4	|	1
16783727	|	5	|	1
16788404	|	27	|	2
16615896	|	36	|	1
16805904	|	10	|	1
16757352	|	12	|	1
16758710	|	27	|	3
16809312	|	3	|	1
16726561	|	11	|	1
16797262	|	8	|	1
16819869	|	10	|	7
16811755	|	15	|	1
16127287	|	3	|	1
16827309	|	12	|	1
16697964	|	24	|	1
16827163	|	26	|	1
16651212	|	127	|	1
16771021	|	5	|	2
16851262	|	1	|	1
16800093	|	9	|	1
16837880	|	5	|	1
16864690	|	14	|	1
16755994	|	1	|	1
16865683	|	4	|	1
16854057	|	2	|	1
16850589	|	15	|	1
16870035	|	3	|	1
16880040	|	3	|	2
16880693	|	1	|	1
16875451	|	19	|	8
16879582	|	17	|	1
16832149	|	4	|	1
16884694	|	21	|	1
16900472	|	2	|	1
16769034	|	1	|	1
16898025	|	5	|	1
16892623	|	2	|	1
15774134	|	8	|	1
16916501	|	5	|	1
16925636	|	4	|	1
16867054	|	14	|	1
15057182	|	12	|	1
16926765	|	2	|	1
16897634	|	4	|	2
16149415	|	27	|	1
16596071	|	69	|	1
16939590	|	6	|	1
16926457	|	2	|	1
16899015	|	9	|	1
15630284	|	17	|	1
16893196	|	11	|	1
16906606	|	22	|	11
16980376	|	3	|	1
16932822	|	62	|	1
16932956	|	55	|	1
16965084	|	8	|	1
16995712	|	4	|	4
16948243	|	46	|	3
17005648	|	2	|	1
16943940	|	63	|	1
16195644	|	12	|	1
17011622	|	41	|	1
16721490	|	26	|	1
17027419	|	40	|	1
17014984	|	8	|	1
16491417	|	7	|	1
16949537	|	16	|	1
17034324	|	2	|	1
17042285	|	8	|	1
17043692	|	8	|	1
16983196	|	3	|	2
17002282	|	1	|	1
17061033	|	15	|	1
17036181	|	2	|	2
17014826	|	24	|	1
17038100	|	8	|	1
17071507	|	1	|	1
17073491	|	4	|	1
16360823	|	4	|	1
17058241	|	26	|	1
17058273	|	1	|	1
17022202	|	150	|	1
17060864	|	10	|	1
16655986	|	9	|	1
17092205	|	11	|	2
17096784	|	7	|	1
17029657	|	6	|	3
16828529	|	14	|	1
17122759	|	16	|	1
17108092	|	10	|	1
17135246	|	5	|	1
17112544	|	36	|	1
17103689	|	27	|	1
17126279	|	10	|	3
17157448	|	23	|	3
17166624	|	8	|	1
17184570	|	3	|	1
17190365	|	1	|	1
17188138	|	4	|	2
17071824	|	10	|	1
16485434	|	9	|	3
17201503	|	3	|	1
17189134	|	22	|	1
17213764	|	33	|	7
17136947	|	13	|	2
17210914	|	19	|	9
13862257	|	14	|	1
17223836	|	18	|	2
17217480	|	22	|	1
17204057	|	73	|	1
17222927	|	59	|	1
17076958	|	15	|	3
17229296	|	2	|	1
17235356	|	2	|	1
17229860	|	12	|	1
17229517	|	143	|	3
17241643	|	2	|	1
17192543	|	17	|	1
17141358	|	15	|	15
17140812	|	16	|	13
16413018	|	8	|	1
17231511	|	2	|	2
17232125	|	6	|	1
17167953	|	20	|	1
17230001	|	26	|	1
17272100	|	16	|	1
16827312	|	15	|	1
17079092	|	2	|	1
17253105	|	11	|	1
16542364	|	66	|	1
17256143	|	7	|	1
17288535	|	20	|	2
17288332	|	4	|	1
17264033	|	5	|	1
17290780	|	3	|	1
17266065	|	23	|	1
17017852	|	16	|	3
17296606	|	3	|	2
17205741	|	2	|	1
17300654	|	16	|	7
17290716	|	10	|	1
17314196	|	9	|	1
17301600	|	1	|	1
17318704	|	1	|	1
17190890	|	6	|	1
17307124	|	5	|	1
17316307	|	13	|	3
17350876	|	7	|	1
17352671	|	7	|	1
17314949	|	32	|	1
17298784	|	3	|	1
17173666	|	48	|	1
17341564	|	5	|	1
17349492	|	8	|	1
16999571	|	3	|	1
17318831	|	21	|	1
17193761	|	11	|	1
17384212	|	17	|	1
17299913	|	3	|	1
17390535	|	14	|	8
17317937	|	89	|	1
17409317	|	1	|	1
17415207	|	3	|	1
17417958	|	8	|	1
17323862	|	3	|	1
17395162	|	12	|	2
17171232	|	1	|	1
17416676	|	13	|	1
17409131	|	9	|	1
17417533	|	2	|	1
17408578	|	3	|	1
17424472	|	3	|	1
17096069	|	16	|	1
17436421	|	4	|	1
17414680	|	1	|	1
17426291	|	1	|	1
17422793	|	22	|	1
17297497	|	78	|	8
17442710	|	11	|	1
17391879	|	53	|	7
17448090	|	2	|	1
17448113	|	1	|	2
17452609	|	17	|	1
16768996	|	7	|	1
16359412	|	25	|	10
17198671	|	8	|	1
17392592	|	21	|	3
17458341	|	2	|	1
17276843	|	13	|	1
17337903	|	3	|	1
17499195	|	1	|	1
17499210	|	11	|	1
17383565	|	39	|	1
17526546	|	2	|	1
17504371	|	5	|	1
17508828	|	6	|	2
17516455	|	7	|	1
17556745	|	39	|	1
17563472	|	7	|	1
17568560	|	6	|	1
17472679	|	4	|	1
17577692	|	7	|	1
17559906	|	7	|	3
17228154	|	103	|	1
17546559	|	6	|	1
17490404	|	4	|	1
17519251	|	59	|	13
17575783	|	25	|	2
17530298	|	31	|	1
17578314	|	13	|	1
17461124	|	2	|	2
17519685	|	2	|	1
17600364	|	2	|	1
17519091	|	23	|	3
17455116	|	8	|	1
17600288	|	17	|	1
17591360	|	20	|	1
17601830	|	5	|	1
17601363	|	5	|	1
17605266	|	25	|	8
17607047	|	8	|	1
17609060	|	2	|	1
16223679	|	23	|	20
17391939	|	4	|	2
17592608	|	71	|	19
17613480	|	9	|	1
17461913	|	10	|	1
17594583	|	10	|	2
17610676	|	13	|	2
17503355	|	9	|	1
17619250	|	76	|	22
17619746	|	16	|	1
17599656	|	119	|	3
17621292	|	5	|	1
17621750	|	12	|	1
17620329	|	32	|	6
17449466	|	15	|	2
17622717	|	7	|	1
17608556	|	10	|	1
17661492	|	1	|	1
17617497	|	4	|	1
17683744	|	4	|	1
17685130	|	9	|	1
17691049	|	25	|	1
16620546	|	20	|	1
17446992	|	17	|	6
17722179	|	4	|	1
17710600	|	25	|	9
17534729	|	1	|	1
17744039	|	8	|	1
17755644	|	10	|	1
17761601	|	2	|	1
17620251	|	49	|	1
17759575	|	6	|	1
17724901	|	68	|	6
17687493	|	17	|	1
17484802	|	14	|	1
17618606	|	34	|	1
17780374	|	3	|	1
17822645	|	13	|	2
17812136	|	30	|	7
17781333	|	19	|	1
17846605	|	20	|	1
17826112	|	2	|	1
17849476	|	6	|	2
17224366	|	5	|	2
17825341	|	14	|	1
17750234	|	21	|	2
17861400	|	3	|	1
17861122	|	14	|	1
17853166	|	21	|	1
17818936	|	30	|	1
